EHASTRA_EH_NUMMER,Heftjahr,Heftnummer,Period,Bezug_MBR,Verkauf_MBR,Remission_MBR,Bezug,Verkauf,Remission,Klasse,SBC,XYZ,Laenge,Zensierungsquote,Zensierungsgrad,Zensiert,Entgangener Verkauf,Steigung,Magazine,N1_Demand,N2_Demand,N3_Demand,EM_Demand,PD_Demand,Nahmias_Demand,Conrad_Demand,Bayesian_Demand,Bayesian_Q,Baseline_Demand
EHE0003391,2022,17,2022-017,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,17,2022-017,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,18,2022-018,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,18,2022-018,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EHB0019844,2022,18,2022-018,4.0,2.0,2.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0
EHB0023505,2022,18,2022-018,8.0,6.0,2.0,8.0,6.0,2.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0
EHC0004006,2022,18,2022-018,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
EHC0005070,2022,18,2022-018,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHE0003391,2022,18,2022-018,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,18,2022-018,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,19,2022-019,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,19,2022-019,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,19,2022-019,4.0,3.0,1.0,3.0,3.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0
EHB0023505,2022,19,2022-019,9.0,7.0,2.0,9.0,7.0,2.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0
EHC0004006,2022,19,2022-019,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
EHC0005070,2022,19,2022-019,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
EHE0003391,2022,19,2022-019,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,19,2022-019,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,20,2022-020,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,20,2022-020,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,20,2022-020,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0
EHB0023505,2022,20,2022-020,10.0,2.0,8.0,2.0,2.0,0.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,1,0.0,0.0085,A,5.0,6.0,6.0,2.0,2.0,2.0,2.0,6.0,9.0,2.0
EHC0004006,2022,20,2022-020,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0
EHC0005070,2022,20,2022-020,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHE0003391,2022,20,2022-020,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,X,132,0.35,0.4,1,1.0,0.0085,A,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
EHH0010681,2022,20,2022-020,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,21,2022-021,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,21,2022-021,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,21,2022-021,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0
EHB0023505,2022,21,2022-021,10.0,4.0,6.0,10.0,4.0,6.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,4.0
EHC0004006,2022,21,2022-021,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0
EHC0005070,2022,21,2022-021,5.0,1.0,4.0,5.0,1.0,4.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHE0003391,2022,21,2022-021,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,X,132,0.35,0.4,1,1.0,0.0085,A,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
EHH0010681,2022,21,2022-021,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,22,2022-022,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,22,2022-022,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,22,2022-022,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
EHB0023505,2022,22,2022-022,10.0,7.0,3.0,10.0,7.0,3.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0
EHC0004006,2022,22,2022-022,7.0,3.0,4.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0
EHC0005070,2022,22,2022-022,5.0,1.0,4.0,5.0,1.0,4.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHE0003391,2022,22,2022-022,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,X,132,0.35,0.4,1,1.0,0.0085,A,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
EHH0010681,2022,22,2022-022,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,23,2022-023,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,23,2022-023,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,23,2022-023,7.0,2.0,5.0,1.0,1.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0
EHB0023505,2022,23,2022-023,14.0,7.0,7.0,14.0,7.0,7.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0
EHC0004006,2022,23,2022-023,10.0,1.0,9.0,10.0,1.0,9.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
EHC0005070,2022,23,2022-023,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHE0003391,2022,23,2022-023,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,23,2022-023,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,24,2022-024,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,24,2022-024,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,24,2022-024,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0
EHB0023505,2022,24,2022-024,7.0,7.0,0.0,8.0,7.0,1.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0
EHC0004006,2022,24,2022-024,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0
EHC0005070,2022,24,2022-024,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHE0003391,2022,24,2022-024,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,24,2022-024,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,25,2022-025,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,25,2022-025,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,25,2022-025,4.0,3.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0
EHB0023505,2022,25,2022-025,9.0,6.0,3.0,9.0,6.0,3.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0
EHC0004006,2022,25,2022-025,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
EHC0005070,2022,25,2022-025,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
EHE0003391,2022,25,2022-025,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,25,2022-025,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,26,2022-026,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,26,2022-026,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,26,2022-026,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
EHB0023505,2022,26,2022-026,9.0,6.0,3.0,9.0,6.0,3.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0
EHC0004006,2022,26,2022-026,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
EHC0005070,2022,26,2022-026,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,1,0.0,0.0085,A,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0
EHE0003391,2022,26,2022-026,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,26,2022-026,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,27,2022-027,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,27,2022-027,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,27,2022-027,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
EHB0023505,2022,27,2022-027,10.0,5.0,5.0,4.0,4.0,0.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,1,1.0,0.0085,A,5.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,9.0,4.0
EHC0004006,2022,27,2022-027,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0
EHC0005070,2022,27,2022-027,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
EHE0003391,2022,27,2022-027,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,27,2022-027,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,28,2022-028,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EHA0021360,2022,28,2022-028,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,28,2022-028,4.0,3.0,1.0,3.0,3.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0
EHB0023505,2022,28,2022-028,10.0,6.0,4.0,10.0,6.0,4.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0
EHC0004006,2022,28,2022-028,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
EHC0005070,2022,28,2022-028,5.0,3.0,2.0,3.0,3.0,0.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,1,0.0,0.0085,A,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0
EHE0003391,2022,28,2022-028,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
EHH0010681,2022,28,2022-028,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,29,2022-029,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHA0021360,2022,29,2022-029,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,29,2022-029,5.0,2.0,3.0,1.0,1.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0
EHB0023505,2022,29,2022-029,9.0,5.0,4.0,9.0,5.0,4.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0
EHC0004006,2022,29,2022-029,4.0,3.0,1.0,3.0,3.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0
EHC0005070,2022,29,2022-029,4.0,3.0,1.0,2.0,2.0,0.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,1,1.0,0.0085,A,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0
EHE0003391,2022,29,2022-029,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
EHH0010681,2022,29,2022-029,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,30,2022-030,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHA0021360,2022,30,2022-030,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,30,2022-030,5.0,0.0,5.0,5.0,0.0,5.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
EHB0023505,2022,30,2022-030,9.0,7.0,2.0,6.0,6.0,0.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,1,1.0,0.0085,A,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,6.0
EHC0004006,2022,30,2022-030,5.0,4.0,1.0,4.0,4.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
EHC0005070,2022,30,2022-030,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
EHE0003391,2022,30,2022-030,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,30,2022-030,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,31,2022-031,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHA0021360,2022,31,2022-031,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,31,2022-031,5.0,3.0,2.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0
EHB0023505,2022,31,2022-031,8.0,7.0,1.0,8.0,7.0,1.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0
EHC0004006,2022,31,2022-031,5.0,2.0,3.0,1.0,1.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0
EHC0005070,2022,31,2022-031,5.0,4.0,1.0,5.0,4.0,1.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
EHE0003391,2022,31,2022-031,4.0,2.0,2.0,2.0,2.0,0.0,Klasse 1-2,S,X,132,0.35,0.4,1,0.0,0.0085,A,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0
EHH0010681,2022,31,2022-031,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,32,2022-032,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHA0021360,2022,32,2022-032,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,32,2022-032,4.0,3.0,1.0,3.0,3.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0
EHB0023505,2022,32,2022-032,8.0,8.0,0.0,9.0,8.0,1.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,0,0.0,0.0085,A,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0
EHC0004006,2022,32,2022-032,4.0,3.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,1.0,0.0085,A,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0
EHC0005070,2022,32,2022-032,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EHE0003391,2022,32,2022-032,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,32,2022-032,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,33,2022-033,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,0.0,0.0085,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHA0021360,2022,33,2022-033,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,33,2022-033,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,132,0.35,0.4,1,0.0,0.0085,A,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0
EHB0023505,2022,33,2022-033,8.0,5.0,3.0,5.0,5.0,0.0,Klasse 5-6,S,X,129,0.3159999999999999,0.4,1,0.0,0.0085,A,5.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,9.0,5.0
EHC0004006,2022,33,2022-033,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
EHC0005070,2022,33,2022-033,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,Y,131,0.3414999999999999,0.4,0,0.0,0.0085,A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHE0003391,2022,33,2022-033,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,X,132,0.35,0.4,0,0.0,0.0085,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
EHH0010681,2022,33,2022-033,,,,,,,Klasse 1-2,S,Y,85,0.35,0.4,0,,0.0085,A,,,,,,,,,,
EHA0017186,2022,34,2022-034,,,,,,,Klasse 0-1,I,Z,36,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHA0021360,2022,34,2022-034,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,A,,,,,,,,,,
EHB0019844,2022,34,2022-034,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 1-2,S,Y,132,0.35,0.4,0,0.0,0.0085,A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
